relative_time,AccX,AccY,AccZ
6969,-4.285707473754883,-10.522727966308594,-1.6735806465148926
7011,-4.343169212341309,-9.177160263061523,-1.6568208932876587
7050,-4.340775012969971,-8.274527549743652,-1.6328784227371216
7090,-4.364717483520508,-8.238614082336426,-1.5754164457321167
7131,-4.321620941162109,-8.205094337463379,-1.5059832334518433
7170,-4.290495872497559,-8.226642608642578,-0.6440532207489014
7212,-4.280918598175049,-9.045475959777832,-0.5937739610671997
7251,-4.3455634117126465,,
7252,,-10.137253761291504,0.4213879704475403
7294,-5.3032636642456055,-11.209877967834473,1.623301386833191
7331,-3.4764509201049805,-12.040682792663574,2.4972026348114014
7372,-1.6903403997421265,-15.124476432800293,0.9960079789161682
7412,-3.110130548477173,-15.87627124786377,-0.028730999678373337
7452,-4.125292778015137,-14.75097370147705,-0.09098149836063385
7495,-3.155621290206909,,
7496,,-12.493195533752441,-1.063046932220459
7533,-2.173978805541992,-9.131669044494629,-1.0271332263946533
7573,-1.364722490310669,,
7575,,-6.684745788574219,-0.19393424689769745
7614,-1.335991382598877,-6.598552703857422,-0.16280899941921234
7655,-1.3144432306289673,-6.531513690948486,1.118114709854126
7696,-1.3312029838562012,-5.700708866119385,1.1779710054397583
7734,-1.40542471408844,-5.667189598083496,2.0518722534179688
7778,-2.2434122562408447,-5.676766395568848,2.8252148628234863
7814,-3.708693027496338,,
7815,,-6.591370105743408,4.276130199432373
7855,-6.0382981300354,-8.331989288330078,5.365513801574707
7895,-6.110125541687012,-10.874683380126953,2.6791656017303467
7936,-3.811645746231079,-12.905007362365723,2.7725412845611572
7976,0.011971249245107174,-10.077397346496582,
7977,,,1.022344708442688
8017,-0.9505172371864319,-11.358321189880371,-1.7094944715499878
8062,-3.7446067333221436,-12.313627243041992,-1.6999174356460571
8097,-3.7470011711120605,-11.08777141571045,-1.6520323753356934
8138,-2.9856295585632324,-10.051060676574707,-1.637666940689087
8179,-3.7254528999328613,-9.998387336730957,-1.6256957054138184
